name,capital,manager,is_national,phone_number,email,is_import_export,is_transport,is_real_estate,is_agrobusiness,is_restoration,is_investment,is_general_commerce,is_BTP
kg consulting,moins de 1.000.000,MONSIEUR GAFA,True,+22891745442,kokougafa@yahoo.fr,False,False,True,False,False,False,False,False
all international service  ais ,5000000,MADAME BINGUITCHA G,True,+22897638363,-,True,True,True,False,False,False,True,False
 flexus marketing .,moins de 1.000.000,MONSIEUR TAHENOYO JUSTIN EST,True,+22890103912,azamatilydia@gmail.com,True,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22897177570,-,False,True,True,False,False,False,True,True
-,moins de 1.000.000,-,True,+22822259941,-,False,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22891686968,amela.afenyo@gmail.com,False,True,True,False,False,False,True,True
madre misericordiae,1000000,MONSIEUR FOLEY TÊTEVI,True,+22890014674,novaprint88@gmail.com,True,False,True,False,False,False,True,False
africa contest international (aci) sarl,moins de 1.000.000,MONSIEUR OURNA GNANTA MACLIWA,True,,-,True,False,True,False,False,False,True,False
duc (dune consulting) sarl,1000000,-,True,+22898931608,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22893959966,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,False,+22822380970,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22891782908,-,True,False,True,False,False,False,False,False
maji technologies,moins de 1.000.000,MONSIEUR ALI A,True,+22890117858,jeanduchrist95@gmail.com,False,False,True,False,False,False,False,False
power regulation  pr-sarl,5000000,MONSIEUR ANIGLO YAO HOWOUNOU,True,+22822349628,regulation.tg@gmail.com,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890253875,-,True,True,True,False,False,False,True,False
pimento power sarl,3500000,MONSIEUR ADEDOKUN YEKINI ADELABI,True,+22898219121,adedokuny@gmail.com,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890191771,-,True,True,True,False,False,False,True,False
-,moins de 1.000.000,-,False,+22890658506,-,False,False,True,False,False,False,False,False
 geralhilda  sarl u,1000000,-,True,+22899461928,leon.mensah@yahoo.fr,False,False,True,False,False,False,True,False
land & properties,1000000,MONSIEUR AKAKPO KODJO BIENVENU,True,+22899692129,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22892152900,-,True,True,True,False,True,False,True,False
-,1000000,-,True,+22890081888,karamokodavid@yahoo.com,True,False,True,False,False,False,True,False
-,1000000,-,True,+22892241993,adjele600@yahoo.fr,True,False,True,False,True,False,True,False
-,1000000,-,True,+22892076262,-,True,False,True,False,True,False,True,False
omega – eta  sarl,moins de 1.000.000,MADEMOISELLE ASSIDENOU YAWA DELALI,True,+22891971545,-,False,True,True,False,False,False,True,False
 societe des travaux et de negoce  en abreviation  sotraneg  sarl,moins de 1.000.000,MADAME KAMASSA ADZO DZIFA,True,+22824426577,-,True,True,True,False,True,False,True,True
-,1200000,MADAME EKUE KOKOE KUEVIAKOE,True,,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22896721921,-,False,False,True,False,False,False,False,False
“new generation business & investment group” par abbreviation “ngbi group’’ sas,1000000,-,True,+22828920546,ngbigroup@gmail.com,False,False,False,False,False,False,False,False
 la sahelienne des travaux publics  (s.t.p)  sarlu,15000000,-,True,+22822261052,stp.togo@gmail.com,False,True,True,False,False,False,True,True
afro look,moins de 1.000.000,MADAME AKAKPO EMEFA FLAVIANA,True,+22892000676,-,True,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890081521,-,False,True,False,False,False,False,True,False
-,moins de 1.000.000,-,True,,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890870034,-,False,False,True,False,False,False,False,False
zonoa education,moins de 1.000.000,-,True,+22892422333,contact@zonoa.net,False,False,True,False,False,False,False,False
maxi fournitures    sarl,moins de 1.000.000,MADEMOISELLE KLASSOU PATRICIA,True,+22891870330,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22828925194,-,False,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22891162793,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22893572733,cptbfr2017@gmail.com,False,False,True,False,False,False,False,False
tout a l’eternel sarl.,1000000,-,True,,toutadieusarl@gmail.com,True,False,True,False,False,False,True,False
 american connections togo- sarl u.,1000000,-,True,+22822227076,-,True,False,True,False,False,False,True,True
all events pro sarl,1000000,MONSIEUR AKPANI KOMI ADOMAYA,True,+22822229794,alleventpro@gmail.com,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22822421272,-,False,False,True,False,False,False,True,False
"afrik assistances, en abrégé  aa  sarl",1000000,MADAME PHYLICIA MERAULA OBONE,True,+22897603636,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22891932723,-,False,False,True,False,False,False,False,False
royal k force securite (r k f sécurité) sarl,1000000,MONSIEUR KOFFI SOBO TÉTÉ,True,+22890417858,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22899149101,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22822352672,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890317999,-,False,False,True,False,False,False,False,False
dzidudu & yayra sarl,moins de 1.000.000,MADAME BEGUEDOU BIRIZIWÈ EPSE,True,+22899477579,bureauaffaires.dzidudu@gmail.com,True,False,True,False,False,False,True,False
-,moins de 1.000.000,MADAME FIADJIGBE ADZO MAWUKO,True,+22822207849,-,False,False,False,False,False,False,False,False
uk gulf group,moins de 1.000.000,MONSIEUR SAGLIK HASAN,True,+22892460000,-,True,False,True,False,False,False,True,False
kline entretien & services sarl,1000000,MONSIEUR DJOBO N,True,+22890336126,Me.Tsakadi@gmail.com,False,False,True,False,False,False,False,True
societe d’intelligence commerciale industrielle et agricole (s.i.c.i.a),moins de 1.000.000,MONSIEUR BANYBAH KOMLAN MAWULI,True,+22892444120,-,False,True,True,False,False,False,True,False
 togo buyer consulting  ,1000000,-,True,+22890060353,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890056942,-,True,False,False,False,False,False,True,False
camiber group,moins de 1.000.000,MONSIEUR NOUMOSSIE MIAFEU BERTIN,True,+22891926941,-,True,False,True,False,False,False,True,False
phoenix investment,moins de 1.000.000,MONSIEUR NOUMOSSIE MIAFEU BERTIN,True,+22890005149,-,True,False,True,False,False,False,True,False
 societe d’appui et de financement de micro-entreprises  en abrégé  (safime),5000000,-,True,+22890069348,-,False,False,False,False,False,False,False,False
-,1000000,-,True,+22896583611,-,True,False,True,False,False,False,True,False
buy more in trading,1000000,-,True,+22890920929,-,True,True,False,False,False,False,True,True
experts-alliance mac togo,7500000,MONSIEUR ROMULUS BEHANZIN,True,+22890916492,info@experts-alliancemac.com,False,False,True,False,False,False,False,False
la societe  ajef-togo  sarl,1000000,MONSIEUR ESTIGNARD JÉRÔME PHILIPPE,True,+22891449998,ajef.jed@gmail.com,True,False,True,False,False,False,False,False
la societe  arafa general trading  sarl,1000000,MONSIEUR PULIYODAN SUDHEER,True,+22892711108,-,False,False,True,False,False,False,False,False
sev business sarl,1000000,MONSIEUR SESSOU YAO,True,+22890321856,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22899092017,-,False,False,True,False,False,False,False,False
"ecole superieure d’informatique, de business et d’administration  en abrégé  esiba .",10000000,MONSIEUR KUEVIAKOE FOLY DIDIER,True,+22890814178,esiba@esiba.tg,False,False,False,False,False,False,False,False
telinno consulting sarl.,1000000,MONSIEUR LAWSON DRONPENOU TEVI,True,+22822524238,-,False,False,True,False,False,False,False,False
e.m.e sarl  ( equipements & matériels d'europe),1000000,-,True,,emesarl17@gmail.com,False,False,True,False,False,False,False,False
ideal hl group sarl,1000000,-,True,+22892294380,-,False,True,True,False,False,False,True,True
prime infrastructure and engineering services togo sarlu,1000000,-,True,+22822328505,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890958785,horace.todoe@gmail.com,False,False,True,False,False,False,True,True
august consulting group,1000000,MADAME LABDIEDO AICHÉTOU,True,+22892246798,augustconsulting228@gmail.com,False,False,True,False,False,False,False,False
-,20000000,-,True,+22823217919,-,True,False,True,False,False,True,True,False
cabinet synex sarl,1400000,MONSIEUR SEDAYA YAOVI SENYO,True,+22890174152,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890021310,-,True,True,True,False,False,False,False,True
 china construction development group sarl (ccdg)  sarl,1000000,-,True,+22822711255,-,False,False,True,False,False,False,False,False
 china science and technology park  sarl (cstp)  sarl.,1000000,-,True,+22822711255,-,False,False,True,False,False,False,False,False
-,1000000,MONSIEUR TCHAKALA MOUCTAR,True,+22892959279,-,True,False,True,False,False,False,True,False
-,1000000,-,True,+22893557787,-,False,True,True,False,False,False,False,False
 protec group-togo sarl u ,1000000,-,True,+22879767331,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22822625546,fiscogef.info@gmail.com,True,False,True,False,False,False,True,False
-,1000000,-,True,,-,False,False,True,False,False,False,True,False
 protec group-togo sarl u ,1000000,-,True,+22879767331,-,False,False,True,False,False,False,False,False
societe civile immobiliere (sci),10000000,MONSIEUR FRANCIS SOSSAH ADJAKLY,True,,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22897428086,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22893433406,-,True,False,True,False,False,False,True,False
,moins de 1.000.000,MADAME AGBAGLA MEVI MIMOWOU,True,+22891389511,labigz@gmail.com,False,False,False,False,False,False,False,False
societe  bboxx capital togo  s. a.,10000000,-,True,+22891982825,-,False,False,True,False,False,False,False,False
‘’shehu voyage et tours’’  sarl u,10000000,-,True,+22822612362,-,False,False,False,False,True,False,False,False
-,moins de 1.000.000,-,True,+22823352141,-,False,False,True,False,False,False,False,False
kapyt  consulting.,1000000,MADAME BOKOVI ABRA,True,+22899207583,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890027438,-,False,False,True,False,False,False,False,False
‘‘al-halal travel service’’ sarl u.,2000000,-,True,+22890020215,-,False,False,False,False,True,False,False,False
-,moins de 1.000.000,-,True,+22899080822,-,False,False,True,False,False,False,False,False
bodhi foods.,moins de 1.000.000,MADAME LIAT ANDREA GAMZO,True,+22891445129,frank@bodhif.com,True,False,True,True,False,False,False,False
societe transavia 83 sarl,1000000,MONSIEUR DAGADOU KADE KOSSI,True,,-,False,True,True,False,False,False,False,True
-,10000000,MADAME FIAWO M,True,+22822210810,-,False,False,True,False,True,False,False,False
elevation grace corporation (egc) sarl,moins de 1.000.000,MONSIEUR AYISSOU KOSSI MAWUENE,True,+22822310399,gracevation@gmail.com,False,False,True,False,False,False,False,True
-,1000000,-,True,+22822220027,-,True,False,True,False,False,False,True,False
alshaya liltijara,10000000,-,True,+22891533335,-,True,False,True,False,True,False,True,False
 entreprise de la nouvelle technologie pour la conception et la realisation des batiments et travaux publics  en abréviation entecor - btp sarl,1000000,MONSIEUR ADJAHO SOWADAN,True,,-,True,False,True,False,False,False,True,True
-,1000000,-,True,+22890491838,-,False,False,True,False,False,False,True,False
société d’infrastructures numériques (sin) s. a.,moins de 1.000.000,-,True,+22822212528,-,False,False,True,False,False,True,False,False
-,moins de 1.000.000,-,False,+22890115939,-,True,False,True,False,False,False,True,True
-,1000000,MONSIEUR DE DOUZA,True,+22899474152,-,False,False,True,False,False,False,False,False
-,1000000,-,True,,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22891252819,-,False,False,True,False,False,False,True,False
le gouvernail.,1000000,MONSIEUR SANBONGA,True,+22893820740,-,True,False,True,False,False,False,True,False
palaman.,1000000,MONSIEUR LAMBONI BAIMATE,True,+22890241368,-,True,False,True,False,False,False,True,False
oracle language centre sarl,moins de 1.000.000,-,True,+22890369613,-,False,False,True,False,False,False,False,False
-,1000000,MADAME BAOUNA ESSOZINAM,True,+22892034461,-,True,False,True,False,False,False,False,False
‘’el- baraka investment’’ sarl.,2000000,-,True,+22897803940,-,False,False,False,False,False,True,False,False
provenderie vie abondante.,1000000,MONSIEUR AMOUZOU KOSSI,True,+22899501961,-,False,False,True,False,False,False,True,False
effinergy sarl,1000000,MONSIEUR SOEDJEDE AGBÉKO KOSSIGAN,True,+22899721516,-,True,True,True,False,False,False,True,False
-,moins de 1.000.000,-,False,+22899412553,-,False,False,True,False,False,False,True,True
   mireille   maritime services sarl u  en   abrégé mms sarl u,1000000,-,True,,-,False,True,True,False,False,False,False,False
-,1000000,-,True,+22890054218,-,False,False,True,False,False,False,False,False
 oleo afrika ,5000000,-,True,,-,True,True,False,False,False,False,True,False
afrique abecedaire des formalites et assistance aux entreprises (af&ae) sarl,moins de 1.000.000,MONSIEUR ZINSOU ZANNOU,True,+22897302323,ckounou@gmail.com,True,True,True,False,False,False,False,False
noweli food group,1000000,-,True,+22822226339,-,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890083135,-,False,False,False,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890971444,-,False,True,True,False,False,False,True,False
somane,1000000,MONSIEUR SOMANE KOKOU SÉMÉNOU,True,+22890301522,somanesem@gmail.com,False,False,False,False,False,False,False,False
-,1000000,-,True,+22891974974,-,True,False,True,True,False,False,True,False
-,5000000,MONSIEUR TRAN TUÄN NAM,True,,-,False,True,True,False,False,False,False,False
" ramanou kolawole  sarl, en abrégé  ram-k  sarl",1000000,MONSIEUR RAMANOU AFISSOU KOLAWOLE,True,+22890157630,afissouramanou2017@gmail.fr,False,False,False,False,False,False,True,False
 on mind consulting   sarl,1000000,MONSIEUR WILLIAM THIERRY VIKO,True,+22897663432,-,False,True,False,False,False,False,False,False
-,1000000,-,True,,-,True,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890014469,sourouyarachid14@gmail.com,False,True,False,False,False,False,True,False
la societe  g.p.s.t  sarlu,5000000,MONSIEUR SANSANG ESSOMADA,True,+22824453421,-,False,False,True,False,False,False,False,False
-,2000000,MONSIEUR AWILI BAWI ET,True,+22822512779,-,False,False,True,False,False,False,False,False
societe esperancia  sarl,1000000,MADAME HOUNKPATI AKOKO,True,+22822268462,-,True,False,True,False,False,False,True,False
pharmacie  regina pacis sarlu,moins de 1.000.000,MONSIEUR ATITSO KUAKU MAWUÉNA,True,+22890727661,-,False,False,True,False,False,False,False,False
 agri-moung entreprise sarl.,2200000,MONSIEUR WIYAOU MAZIBÈDONG,True,+22891299990,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22898999975,-,True,False,True,False,False,False,True,False
 global cargo & commodities togo  - s.a.r.l.,1000000,-,True,+22890025069,-,False,True,True,False,False,False,False,False
experts log togo.,1000000,MONSIEUR ZOTOGLO KOKOU MAWULÉ,True,+22890069348,-,True,True,True,False,False,True,False,False
diwa industries s.a.,10000000,-,True,+22822518969,-,False,False,True,False,False,False,False,False
espoir services,1000000,MONSIEUR KOMEDJA KOMLA EDEM,True,+22890043065,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22899471381,-,False,True,False,False,False,False,True,False
ltk company,moins de 1.000.000,MONSIEUR TEDIHOU TOÏ,True,+22822406328,ox.ltkcompany@gmail.com,True,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22828922006,-,False,False,True,False,False,False,True,False
la societe  mawuena  sarl u,1000000,MONSIEUR EGAH SEWADO,True,+2280022890345970,-,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22822502793,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890948200,-,False,False,True,False,False,False,False,False
-,2000000,-,True,+22822512779,-,False,False,True,False,False,False,False,False
-,1000000,-,False,+22890974364,-,False,False,True,False,False,False,False,False
malek trans sarl,1000000,MONSIEUR KOUAMI YAO MAWULE,True,,-,True,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22892778888,strategiesmarketingtogo@yahoo.fr,False,False,True,False,False,False,True,False
-,1000000,-,True,+2280022822352601,-,True,False,True,False,False,False,False,False
africa terminals and logistics –togo sarl  (atelog-togo  sarl),1000000,MADAME PALANGA ESSOHANAM POUR,True,+22822207566,-,False,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890302627,-,False,False,True,False,False,False,True,False
‘’sukram global entreprises (sge)’’  sarl.,1000000,-,True,+22899995353,-,False,False,False,False,False,False,False,True
-,1000000,-,True,+22823200403,autogonote@gmail.com,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22892496171,-,True,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890334586,-,False,False,True,False,False,False,True,True
prince lorenzo gastro sarl,moins de 1.000.000,MONSIEUR KUEGAH KOUAMI FOLLY,True,+22893141751,-,False,False,False,False,False,False,False,False
security agency (seca) sarl.,1000000,MONSIEUR KAZIMA AFFÈIGNIM,True,+22890657005,-,True,False,False,False,False,False,False,True
 jun hao mining  s.a,10000000,-,True,+22822517976,-,False,False,True,True,False,False,True,False
hashtag com,2500000,MONSIEUR APHTAL CISSE,True,,agence@hashtagcom.com,False,False,True,False,False,False,False,False
pat négoces & services  sarl,1000000,MONSIEUR PELENGUEI MEHEZA,True,+22896379478,patns.togo@gmail.com,False,False,True,False,False,False,False,False
 maubin sarl,1000000,MONSIEUR YINDO BINDAKÉ,True,+22822517976,-,True,True,True,False,False,False,True,True
-,1000000,-,True,,-,True,False,True,False,False,False,False,False
 netis togo  -sarl,1000000,-,True,+22895192151,-,False,False,True,False,False,False,False,False
anlo technology,1000000,MONSIEUR ATIGO KOSSI,True,+22893698888,atigkos@gmail.com,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22822502793,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890017470,-,False,True,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22890048373,-,False,False,True,False,False,False,False,False
elissah.,moins de 1.000.000,MADAME AMOUZOU MANAVI ESSIMÉ,True,+22890525956,-,False,False,True,False,False,False,True,False
-,1000000,-,True,+22822219138,-,False,False,True,False,False,False,False,False
-,10000000,-,True,,-,False,False,True,False,False,False,False,False
gblobal trans,1000000,MONSIEUR MIJS ADOLF ANNA,True,+22892410273,dolfmijs@hotmail.com,False,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22893535851,-,False,False,True,False,False,False,False,True
-,moins de 1.000.000,-,True,+22890046616,-,True,False,True,False,False,False,False,True
getep (groupement des entreprises techniques professionnelles) sarl,1000000,MONSIEUR ADEI ANDO RICHARD,True,+22896307355,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890453479,-,False,False,True,False,False,True,False,False
société de développement de services et projets agricoles.,moins de 1.000.000,MONSIEUR BALOUKI ATEPOULIM,True,+22890108009,sdspasociete@gmail.com,False,False,True,False,False,False,False,False
 jing and song -sarl.,10000000,-,True,+22890958414,-,False,False,True,False,True,False,True,False
-,moins de 1.000.000,-,True,+22890285345,-,False,False,False,False,False,False,True,False
paper - house sarl,1000000,MONSIEUR SAMBOE KODJOVI DZIFA,True,+22890036509,-,True,False,True,False,False,False,True,False
-,1000000,-,True,+22823366570,-,False,False,True,False,False,False,True,False
-,1000000,MONSIEUR TONOU KODJOVI DODJI,True,+22890867745,-,False,False,True,False,False,False,False,False
ifeh sarl,1000000,MONSIEUR PISSO AMANA,True,,ifeh@gmail.com,False,False,True,False,False,False,True,False
auto luxe sarl u,moins de 1.000.000,MADAME PERESSOUA KOUDAMALO,True,+22890198752,-,False,False,True,False,False,False,False,False
-,2000000,-,True,+22890109374,-,True,False,True,False,False,False,True,False
-,1000000,-,True,+22822891561524,-,False,False,True,False,False,False,True,True
-,moins de 1.000.000,-,True,+22890135846,-,False,False,True,False,False,False,False,False
ulrich sarl,1000000,MONSIEUR EKOUE-HAGBONON FOLLY,True,+22890114225,ulrich.folly@yahoo.fr,False,False,True,False,False,False,False,True
elikia consulting togo,moins de 1.000.000,MONSIEUR GLIKOU PROTUS PATRICE,True,+22890698048,pglikou@gmail.com,False,False,False,False,False,False,True,False
la societe  pharmacie de l’hôpital  sarl,1000000,MONSIEUR NIMON ATCHOW SAMI,True,+22822200808,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22893534760,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890449551,-,False,True,False,False,False,False,True,False
mercy seat-togo sarl,1000000,MONSIEUR MOUKPE TCHASSIMA,True,+22890346284,-,False,True,True,False,False,False,True,False
flash services sarlu,10000000,MONSIEUR ISSOUFOU BASSIROU,True,+22892897738,-,False,False,True,False,False,True,False,False
-,moins de 1.000.000,-,True,+22890395124,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22891084623,-,False,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,+22897187656,-,False,False,True,False,False,False,False,True
lama-saphir,1000000,MADAME AKAKPO AKUAVI NÈNÈ,True,+22890045406,lamasaphir@hotmail.fr,False,False,True,False,False,False,False,False
-,1000000,-,True,+22890565080,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890931755,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890159386,-,False,False,True,False,False,False,True,False
pro-cardinal film production sarl,moins de 1.000.000,MADAME ELIJAH SONIA,True,+22899031007,cardinaltravelworld@gmail.com,False,False,True,False,False,False,False,False
-e-deal- express-sarl-,1000000,MONSIEUR WAKLATSI-KUDZAWU-KODJOVI,True,,info@edealexpress.com,False,False,True,False,False,False,False,False
cabinet de topographie et dessin sarl  ca.to.des sarl ,1000000,MONSIEUR BASSALEY CODJO,True,+22890028921,-,True,False,False,False,False,False,True,True
a2sm,moins de 1.000.000,MONSIEUR BELLO SOULEYMANE,True,,-,False,False,False,False,False,False,False,True
" amouzou joel, emilie, emmanuella, et gladys (ajeeg).",1000000,MONSIEUR AMOUZOU TOVI,True,+22892737855,-,True,False,True,False,False,False,True,False
label d’or,moins de 1.000.000,MONSIEUR BAKOUNDAH DESSOGOM DÉ,True,+22891422196,labeldor.gustav@gmail.com,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22892007902,-,False,False,False,False,False,False,True,True
-,1000000,MADAME AWUMEE KOSIWOR EPSE,True,+22890053658,-,False,False,True,False,False,False,False,False
kaxmi’s international,moins de 1.000.000,MONSIEUR SASSOU,True,+22890218109,kaxmis.food@gmail.com,True,False,True,False,False,False,True,False
 william group.,1000000,MONSIEUR ROCK SAMSON,True,+22890069348,williamtabacco@gmail.com,False,False,True,False,False,True,True,False
conseil gestion fiscalite (cogefisc) sarl,1000000,MONSIEUR BOHM KODJO,True,+22899943094,cogefisc@gmail.com,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890007474,-,True,True,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22898295183,-,True,False,True,False,False,False,True,False
thai group togo sarl,moins de 1.000.000,MONSIEUR DOTSE KOMLA FRÉDÉRIC,True,+22891550601,info@tgkenya.com,False,False,True,False,False,False,True,False
fastmoto sarlu,1000000,MADAME OSAADU EMELIA DJAMERDEY,True,+22822209030,Me.Tsakadi@gmail.com,True,False,False,False,False,False,True,False
-,10000000,-,True,+22822219138,-,True,True,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22890024940,-,False,False,True,False,False,False,True,False
-,1000000,-,True,+22899484484,-,False,False,True,False,False,False,True,False
la société d’aménagement et de gestion de l’environnement en abrégé   saage  sarl,moins de 1.000.000,MONSIEUR HLE YAWO VINYO,True,+22822369319,-,False,False,True,False,False,False,True,False
clinique mere et enfant  l’etoile  sarl,1000000,MONSIEUR TETE DELA-GOKU,True,+22890092946,-,False,False,True,False,False,False,False,False
- rede multi-services,1000000,MONSIEUR BADABADI PAGNANI,True,,-,True,False,True,False,False,False,True,True
-,1000000,MONSIEUR ZOGLO-ANANI KOSSI,True,,-,True,True,True,False,False,False,True,True
christian  aklah logistique (ca-logistique)  sarlu,1000000,-,True,+22822261052,-,False,True,True,False,False,False,True,False
 morija – togo sarl,1000000,-,True,,-,True,False,True,False,False,False,True,False
rahma  sarl,1000000,-,True,+22890129665,-,False,False,True,False,False,False,False,True
-,1000000,-,True,+22893282591,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22879801291,-,False,False,True,False,False,False,True,False
diaspora union,1000000,MONSIEUR KOUTONIN REMARQUE MAWUNA,True,+22892105147,linkcrafter@gmail.com,False,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,,-,False,False,True,False,False,False,False,False
sougri nooma transport sarl u,1000000,MONSIEUR SALIFOU NIKIEMA,True,+22898989823,-,False,True,True,False,False,False,True,False
africa propre,moins de 1.000.000,MONSIEUR ADJANABA A,True,+22890734232,-,False,False,True,False,False,False,False,False
universal developers center  s.a.r.l.u,1000000,-,True,+22891088801,-,True,False,False,False,False,False,True,False
-,1000000,MADEMOISELLE ESTEVE BARIZATOU,True,+22822207849,-,True,False,False,False,False,False,True,False
-,moins de 1.000.000,-,True,,-,True,False,True,False,False,False,False,False
-,1000000,MONSIEUR ATAKE KOBOYO,True,+22892033907,-,False,False,True,False,False,False,True,True
-,moins de 1.000.000,-,True,+22890835000,-,False,False,True,False,False,False,True,False
solidaris sarl,1000000,MONSIEUR TIFAYA YOTA,True,+22890129335,solidaris8sarl@gmail.com,False,False,True,False,False,False,False,False
-,1000000,-,True,+22896725923,-,False,False,True,False,False,False,False,False
 groupe incade construction  sarl,1000000,MONSIEUR KUWONU KOSSI DELA,True,+22890191027,-,False,False,True,False,False,False,False,True
esperance des batisseurs (eb) sarl,1000000,MONSIEUR DADJO KOFFI GANHKE,True,+22899638165,-,False,False,True,False,False,False,False,True
"""jethro smart consulting"" sarl",moins de 1.000.000,-,True,+22892361076,JethroSmartConsulting@gmmaill.com,False,False,True,False,False,False,False,False
-,1000000,-,True,+22822250758,-,False,True,True,False,False,False,False,True
la societe  central meca group   cmg  sarl,1000000,-,True,+22822368401,-,True,False,True,False,False,False,True,False
la societe  la togolaise de l’automobile (lta)  sau,moins de 1.000.000,MONSIEUR ADJEGAN KOMI ATSOU,True,+2280022893612848,-,False,False,True,False,False,False,False,False
eau d’or des globes sarl u,1000000,MADAME SORVOR MASSAN AGNÈS,True,+22890181969,-,False,False,True,False,False,False,True,False
societe kokonut concept sarlu,1000000,MADAME MARIE JOSÉ ISSA,True,+22890697777,-,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,,CabinetCosco@gmail.com,False,False,True,False,False,False,False,False
mkf-conseils sarl u,moins de 1.000.000,MONSIEUR KUEVIDJIN FOLLY,True,+22822610362,-,False,False,True,False,False,False,False,False
tropical  agro business sarl u (t a b sarl u),10000000,MONSIEUR AGOULOU ANANIE LATCHOU,True,+22893406234,-,False,False,True,False,False,False,True,True
zilla sarl,1000000,MONSIEUR KOKOU MIGBONDJI AHO,True,+22890116198,zilasar@zillasarl.com,True,False,True,False,False,False,True,True
evandi sarl,1000000,MONSIEUR BANAFAYA BADAKADILA,True,+22891940659,apollibana@gmail.com,True,False,True,False,False,False,True,False
-,moins de 1.000.000,-,True,+22896606952,-,False,False,False,False,False,False,True,False
criswell equity sarl,1000000,-,True,+22822261052,-,True,False,True,False,False,False,True,False
nutrigam,1000000,MADAME ANDRE NICOLAS RENE,True,+22893603839,nutrigam.plante@yahoo.fr,False,False,True,False,False,False,False,False
-,moins de 1.000.000,-,True,+22892106085,-,False,False,True,False,False,False,True,False
sci-akassimadou,2000000,-,True,,-,False,False,True,False,False,False,False,False
-,1000000,-,True,+22893706009,-,False,False,True,False,False,False,True,False
-,1000000,MONSIEUR AGAMAH KOFFI MESSAN,True,+22890120622,-,False,False,True,False,False,False,False,False
festival des arts sarl u,1000000,MONSIEUR E,True,+22890989915,-,False,False,True,False,False,False,False,False
